year,province,wage_frequency,noc,gender,age_group,weekly_wage
2019,Ontario,Average weekly wage rate,"Distribution, tracking and scheduling co-ordination occupations [15]",Females,55 years and over,838.56
2020,Ontario,Average weekly wage rate,"Distribution, tracking and scheduling co-ordination occupations [15]",Females,55 years and over,969.99
2021,Ontario,Average weekly wage rate,"Distribution, tracking and scheduling co-ordination occupations [15]",Females,55 years and over,924.98
2017,Ontario,Average weekly wage rate,Natural and applied sciences and related occupations [2],Females,55 years and over,1409.81
2018,Ontario,Average weekly wage rate,Natural and applied sciences and related occupations [2],Females,55 years and over,1457.13
2019,Ontario,Average weekly wage rate,Natural and applied sciences and related occupations [2],Females,55 years and over,1454.88
2020,Ontario,Average weekly wage rate,Natural and applied sciences and related occupations [2],Females,55 years and over,1599.82
2021,Ontario,Average weekly wage rate,Natural and applied sciences and related occupations [2],Females,55 years and over,1559.8
2017,Ontario,Average weekly wage rate,Professional occupations in natural and applied sciences [21],Females,55 years and over,1550.45
2018,Ontario,Average weekly wage rate,Professional occupations in natural and applied sciences [21],Females,55 years and over,1573.83
2019,Ontario,Average weekly wage rate,Professional occupations in natural and applied sciences [21],Females,55 years and over,1621.96
2020,Ontario,Average weekly wage rate,Professional occupations in natural and applied sciences [21],Females,55 years and over,1717.6
2021,Ontario,Average weekly wage rate,Professional occupations in natural and applied sciences [21],Females,55 years and over,1654.62
2017,Ontario,Average weekly wage rate,Technical occupations related to natural and applied sciences [22],Females,55 years and over,1200.55
2018,Ontario,Average weekly wage rate,Technical occupations related to natural and applied sciences [22],Females,55 years and over,1248.18
2019,Ontario,Average weekly wage rate,Technical occupations related to natural and applied sciences [22],Females,55 years and over,1174.39
2020,Ontario,Average weekly wage rate,Technical occupations related to natural and applied sciences [22],Females,55 years and over,1402.94
2021,Ontario,Average weekly wage rate,Technical occupations related to natural and applied sciences [22],Females,55 years and over,1347.85
2017,Ontario,Average weekly wage rate,Health occupations [3],Females,55 years and over,1135.94
2018,Ontario,Average weekly wage rate,Health occupations [3],Females,55 years and over,1161.25
2019,Ontario,Average weekly wage rate,Health occupations [3],Females,55 years and over,1153.45
2020,Ontario,Average weekly wage rate,Health occupations [3],Females,55 years and over,1238.92
2021,Ontario,Average weekly wage rate,Health occupations [3],Females,55 years and over,1235.19
2017,Ontario,Average weekly wage rate,Professional occupations in nursing [30],Females,55 years and over,
2018,Ontario,Average weekly wage rate,Professional occupations in nursing [30],Females,55 years and over,1428.15
2019,Ontario,Average weekly wage rate,Professional occupations in nursing [30],Females,55 years and over,
2020,Ontario,Average weekly wage rate,Professional occupations in nursing [30],Females,55 years and over,
2021,Ontario,Average weekly wage rate,Professional occupations in nursing [30],Females,55 years and over,
2017,Ontario,Average weekly wage rate,Professional occupations in health (except nursing) [31],Females,55 years and over,1362.78
2018,Ontario,Average weekly wage rate,Professional occupations in health (except nursing) [31],Females,55 years and over,1631.15
2019,Ontario,Average weekly wage rate,Professional occupations in health (except nursing) [31],Females,55 years and over,1604.58
2020,Ontario,Average weekly wage rate,Professional occupations in health (except nursing) [31],Females,55 years and over,1703.12
2021,Ontario,Average weekly wage rate,Professional occupations in health (except nursing) [31],Females,55 years and over,1737.07
2017,Ontario,Average weekly wage rate,Technical occupations in health [32],Females,55 years and over,1064.04
2018,Ontario,Average weekly wage rate,Technical occupations in health [32],Females,55 years and over,1066.06
2019,Ontario,Average weekly wage rate,Technical occupations in health [32],Females,55 years and over,1050.11
2020,Ontario,Average weekly wage rate,Technical occupations in health [32],Females,55 years and over,1127.87
2021,Ontario,Average weekly wage rate,Technical occupations in health [32],Females,55 years and over,1197.03
2017,Ontario,Average weekly wage rate,Assisting occupations in support of health services [34],Females,55 years and over,830.92
2018,Ontario,Average weekly wage rate,Assisting occupations in support of health services [34],Females,55 years and over,839.15
2019,Ontario,Average weekly wage rate,Assisting occupations in support of health services [34],Females,55 years and over,816.2
2020,Ontario,Average weekly wage rate,Assisting occupations in support of health services [34],Females,55 years and over,857.61
2021,Ontario,Average weekly wage rate,Assisting occupations in support of health services [34],Females,55 years and over,852.74
2017,Ontario,Average weekly wage rate,"Occupations in education, law and social, community and government services [4]",Females,55 years and over,1316.56
2018,Ontario,Average weekly wage rate,"Occupations in education, law and social, community and government services [4]",Females,55 years and over,1334.93
2019,Ontario,Average weekly wage rate,"Occupations in education, law and social, community and government services [4]",Females,55 years and over,1306.61
2020,Ontario,Average weekly wage rate,"Occupations in education, law and social, community and government services [4]",Females,55 years and over,1388.02
2021,Ontario,Average weekly wage rate,"Occupations in education, law and social, community and government services [4]",Females,55 years and over,1454.99
2017,Ontario,Average weekly wage rate,Professional occupations in education services [40],Females,55 years and over,1623.27
2018,Ontario,Average weekly wage rate,Professional occupations in education services [40],Females,55 years and over,1665.48
2019,Ontario,Average weekly wage rate,Professional occupations in education services [40],Females,55 years and over,1660.91
2020,Ontario,Average weekly wage rate,Professional occupations in education services [40],Females,55 years and over,1857.85
2021,Ontario,Average weekly wage rate,Professional occupations in education services [40],Females,55 years and over,1824.66
2017,Ontario,Average weekly wage rate,"Professional occupations in law and social, community and government services [41]",Females,55 years and over,1444.48
2018,Ontario,Average weekly wage rate,"Professional occupations in law and social, community and government services [41]",Females,55 years and over,1399.49
2019,Ontario,Average weekly wage rate,"Professional occupations in law and social, community and government services [41]",Females,55 years and over,1421.77
2020,Ontario,Average weekly wage rate,"Professional occupations in law and social, community and government services [41]",Females,55 years and over,1462.82
2021,Ontario,Average weekly wage rate,"Professional occupations in law and social, community and government services [41]",Females,55 years and over,1559.75
2017,Ontario,Average weekly wage rate,"Paraprofessional occupations in legal, social, community and education services [42]",Females,55 years and over,1011.87
2018,Ontario,Average weekly wage rate,"Paraprofessional occupations in legal, social, community and education services [42]",Females,55 years and over,1023.69
2019,Ontario,Average weekly wage rate,"Paraprofessional occupations in legal, social, community and education services [42]",Females,55 years and over,965.91
2020,Ontario,Average weekly wage rate,"Paraprofessional occupations in legal, social, community and education services [42]",Females,55 years and over,963.7
2021,Ontario,Average weekly wage rate,"Paraprofessional occupations in legal, social, community and education services [42]",Females,55 years and over,1080.55
2017,Ontario,Average weekly wage rate,Occupations in front-line public protection services [43],Females,55 years and over,
2018,Ontario,Average weekly wage rate,Occupations in front-line public protection services [43],Females,55 years and over,
2019,Ontario,Average weekly wage rate,Occupations in front-line public protection services [43],Females,55 years and over,
2020,Ontario,Average weekly wage rate,Occupations in front-line public protection services [43],Females,55 years and over,
2021,Ontario,Average weekly wage rate,Occupations in front-line public protection services [43],Females,55 years and over,
2017,Ontario,Average weekly wage rate,"Care providers and educational, legal and public protection support occupations [44]",Females,55 years and over,840.61
2018,Ontario,Average weekly wage rate,"Care providers and educational, legal and public protection support occupations [44]",Females,55 years and over,826.29
2019,Ontario,Average weekly wage rate,"Care providers and educational, legal and public protection support occupations [44]",Females,55 years and over,
2020,Ontario,Average weekly wage rate,"Care providers and educational, legal and public protection support occupations [44]",Females,55 years and over,
2021,Ontario,Average weekly wage rate,"Care providers and educational, legal and public protection support occupations [44]",Females,55 years and over,
2017,Ontario,Average weekly wage rate,"Occupations in art, culture, recreation and sport [5]",Females,55 years and over,967.72
2018,Ontario,Average weekly wage rate,"Occupations in art, culture, recreation and sport [5]",Females,55 years and over,1183.36
2019,Ontario,Average weekly wage rate,"Occupations in art, culture, recreation and sport [5]",Females,55 years and over,1246.13
2020,Ontario,Average weekly wage rate,"Occupations in art, culture, recreation and sport [5]",Females,55 years and over,1166.37
2021,Ontario,Average weekly wage rate,"Occupations in art, culture, recreation and sport [5]",Females,55 years and over,1172.72
2017,Ontario,Average weekly wage rate,Professional occupations in art and culture [51],Females,55 years and over,1077.7
2018,Ontario,Average weekly wage rate,Professional occupations in art and culture [51],Females,55 years and over,1248.22
2019,Ontario,Average weekly wage rate,Professional occupations in art and culture [51],Females,55 years and over,1443.41
2020,Ontario,Average weekly wage rate,Professional occupations in art and culture [51],Females,55 years and over,1399.48
2021,Ontario,Average weekly wage rate,Professional occupations in art and culture [51],Females,55 years and over,1501.27
2017,Ontario,Average weekly wage rate,"Technical occupations in art, culture, recreation and sport [52]",Females,55 years and over,808.22
2018,Ontario,Average weekly wage rate,"Technical occupations in art, culture, recreation and sport [52]",Females,55 years and over,1090.17
2019,Ontario,Average weekly wage rate,"Technical occupations in art, culture, recreation and sport [52]",Females,55 years and over,1104.29
2020,Ontario,Average weekly wage rate,"Technical occupations in art, culture, recreation and sport [52]",Females,55 years and over,999.93
2021,Ontario,Average weekly wage rate,"Technical occupations in art, culture, recreation and sport [52]",Females,55 years and over,996.88
2017,Ontario,Average weekly wage rate,Sales and service occupations [6],Females,55 years and over,668.73
2018,Ontario,Average weekly wage rate,Sales and service occupations [6],Females,55 years and over,724.64
2019,Ontario,Average weekly wage rate,Sales and service occupations [6],Females,55 years and over,742.08
2020,Ontario,Average weekly wage rate,Sales and service occupations [6],Females,55 years and over,785.34
2021,Ontario,Average weekly wage rate,Sales and service occupations [6],Females,55 years and over,837.72
2017,Ontario,Average weekly wage rate,Retail sales supervisors and specialized sales occupations [62],Females,55 years and over,821.2
2018,Ontario,Average weekly wage rate,Retail sales supervisors and specialized sales occupations [62],Females,55 years and over,811.95
2019,Ontario,Average weekly wage rate,Retail sales supervisors and specialized sales occupations [62],Females,55 years and over,936.28
2020,Ontario,Average weekly wage rate,Retail sales supervisors and specialized sales occupations [62],Females,55 years and over,998.83
2021,Ontario,Average weekly wage rate,Retail sales supervisors and specialized sales occupations [62],Females,55 years and over,967.18
2017,Ontario,Average weekly wage rate,Service supervisors and specialized service occupations [63],Females,55 years and over,622.04
2018,Ontario,Average weekly wage rate,Service supervisors and specialized service occupations [63],Females,55 years and over,719.15
2019,Ontario,Average weekly wage rate,Service supervisors and specialized service occupations [63],Females,55 years and over,744.92
2020,Ontario,Average weekly wage rate,Service supervisors and specialized service occupations [63],Females,55 years and over,791.99
2021,Ontario,Average weekly wage rate,Service supervisors and specialized service occupations [63],Females,55 years and over,902.94
2017,Ontario,Average weekly wage rate,Sales representatives and salespersons - wholesale and retail trade [64],Females,55 years and over,653.5
2018,Ontario,Average weekly wage rate,Sales representatives and salespersons - wholesale and retail trade [64],Females,55 years and over,707.74
2019,Ontario,Average weekly wage rate,Sales representatives and salespersons - wholesale and retail trade [64],Females,55 years and over,728.88
2020,Ontario,Average weekly wage rate,Sales representatives and salespersons - wholesale and retail trade [64],Females,55 years and over,762.91
2021,Ontario,Average weekly wage rate,Sales representatives and salespersons - wholesale and retail trade [64],Females,55 years and over,849.69
2017,Ontario,Average weekly wage rate,Service representatives and other customer and personal services occupations [65],Females,55 years and over,735.13
2018,Ontario,Average weekly wage rate,Service representatives and other customer and personal services occupations [65],Females,55 years and over,757.38
2019,Ontario,Average weekly wage rate,Service representatives and other customer and personal services occupations [65],Females,55 years and over,741.56
2020,Ontario,Average weekly wage rate,Service representatives and other customer and personal services occupations [65],Females,55 years and over,836.76
2021,Ontario,Average weekly wage rate,Service representatives and other customer and personal services occupations [65],Females,55 years and over,862.68
2017,Ontario,Average weekly wage rate,Sales support occupations [66],Females,55 years and over,524.36
2018,Ontario,Average weekly wage rate,Sales support occupations [66],Females,55 years and over,582.01
2019,Ontario,Average weekly wage rate,Sales support occupations [66],Females,55 years and over,575.15
2020,Ontario,Average weekly wage rate,Sales support occupations [66],Females,55 years and over,617.93
2021,Ontario,Average weekly wage rate,Sales support occupations [66],Females,55 years and over,677.32
2017,Ontario,Average weekly wage rate,"Service support and other service occupations, n.e.c. [67]",Females,55 years and over,615.23
2018,Ontario,Average weekly wage rate,"Service support and other service occupations, n.e.c. [67]",Females,55 years and over,699.63
2019,Ontario,Average weekly wage rate,"Service support and other service occupations, n.e.c. [67]",Females,55 years and over,661.89
2020,Ontario,Average weekly wage rate,"Service support and other service occupations, n.e.c. [67]",Females,55 years and over,677.59
2021,Ontario,Average weekly wage rate,"Service support and other service occupations, n.e.c. [67]",Females,55 years and over,718.16
2017,Ontario,Average weekly wage rate,"Trades, transport and equipment operators and related occupations [7]",Females,55 years and over,874.55
2018,Ontario,Average weekly wage rate,"Trades, transport and equipment operators and related occupations [7]",Females,55 years and over,930.8
2019,Ontario,Average weekly wage rate,"Trades, transport and equipment operators and related occupations [7]",Females,55 years and over,874.38
2020,Ontario,Average weekly wage rate,"Trades, transport and equipment operators and related occupations [7]",Females,55 years and over,810.61
2021,Ontario,Average weekly wage rate,"Trades, transport and equipment operators and related occupations [7]",Females,55 years and over,883.28
2017,Ontario,Average weekly wage rate,"Industrial, electrical and construction trades [72]",Females,55 years and over,
2018,Ontario,Average weekly wage rate,"Industrial, electrical and construction trades [72]",Females,55 years and over,1045.71
2019,Ontario,Average weekly wage rate,"Industrial, electrical and construction trades [72]",Females,55 years and over,
2020,Ontario,Average weekly wage rate,"Industrial, electrical and construction trades [72]",Females,55 years and over,
2021,Ontario,Average weekly wage rate,"Industrial, electrical and construction trades [72]",Females,55 years and over,
2017,Ontario,Average weekly wage rate,Maintenance and equipment operation trades [73],Females,55 years and over,
2018,Ontario,Average weekly wage rate,Maintenance and equipment operation trades [73],Females,55 years and over,
2019,Ontario,Average weekly wage rate,Maintenance and equipment operation trades [73],Females,55 years and over,
2020,Ontario,Average weekly wage rate,Maintenance and equipment operation trades [73],Females,55 years and over,
2021,Ontario,Average weekly wage rate,Maintenance and equipment operation trades [73],Females,55 years and over,
2017,Ontario,Average weekly wage rate,"Other installers, repairers and servicers and material handlers [74]",Females,55 years and over,685.55
2018,Ontario,Average weekly wage rate,"Other installers, repairers and servicers and material handlers [74]",Females,55 years and over,766.84
2019,Ontario,Average weekly wage rate,"Other installers, repairers and servicers and material handlers [74]",Females,55 years and over,649.14
2020,Ontario,Average weekly wage rate,"Other installers, repairers and servicers and material handlers [74]",Females,55 years and over,617.84
2021,Ontario,Average weekly wage rate,"Other installers, repairers and servicers and material handlers [74]",Females,55 years and over,812.53
2017,Ontario,Average weekly wage rate,Transport and heavy equipment operation and related maintenance occupations [75],Females,55 years and over,888.86
2018,Ontario,Average weekly wage rate,Transport and heavy equipment operation and related maintenance occupations [75],Females,55 years and over,963.63
2019,Ontario,Average weekly wage rate,Transport and heavy equipment operation and related maintenance occupations [75],Females,55 years and over,1015.9
2020,Ontario,Average weekly wage rate,Transport and heavy equipment operation and related maintenance occupations [75],Females,55 years and over,982.59
2021,Ontario,Average weekly wage rate,Transport and heavy equipment operation and related maintenance occupations [75],Females,55 years and over,837.09
2017,Ontario,Average weekly wage rate,"Trades helpers, construction labourers and related occupations [76]",Females,55 years and over,
2018,Ontario,Average weekly wage rate,"Trades helpers, construction labourers and related occupations [76]",Females,55 years and over,
2019,Ontario,Average weekly wage rate,"Trades helpers, construction labourers and related occupations [76]",Females,55 years and over,
2020,Ontario,Average weekly wage rate,"Trades helpers, construction labourers and related occupations [76]",Females,55 years and over,
2021,Ontario,Average weekly wage rate,"Trades helpers, construction labourers and related occupations [76]",Females,55 years and over,
2017,Ontario,Average weekly wage rate,"Natural resources, agriculture and related production occupations [8]",Females,55 years and over,746.7
2018,Ontario,Average weekly wage rate,"Natural resources, agriculture and related production occupations [8]",Females,55 years and over,727.86
2019,Ontario,Average weekly wage rate,"Natural resources, agriculture and related production occupations [8]",Females,55 years and over,802.27
2020,Ontario,Average weekly wage rate,"Natural resources, agriculture and related production occupations [8]",Females,55 years and over,
2021,Ontario,Average weekly wage rate,"Natural resources, agriculture and related production occupations [8]",Females,55 years and over,803.49
2017,Ontario,Average weekly wage rate,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",Females,55 years and over,
2018,Ontario,Average weekly wage rate,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",Females,55 years and over,
2019,Ontario,Average weekly wage rate,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",Females,55 years and over,
2020,Ontario,Average weekly wage rate,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",Females,55 years and over,
2021,Ontario,Average weekly wage rate,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",Females,55 years and over,
2017,Ontario,Average weekly wage rate,"Workers in natural resources, agriculture and related production [84]",Females,55 years and over,
2018,Ontario,Average weekly wage rate,"Workers in natural resources, agriculture and related production [84]",Females,55 years and over,688.54
2019,Ontario,Average weekly wage rate,"Workers in natural resources, agriculture and related production [84]",Females,55 years and over,691.94
2020,Ontario,Average weekly wage rate,"Workers in natural resources, agriculture and related production [84]",Females,55 years and over,
2021,Ontario,Average weekly wage rate,"Workers in natural resources, agriculture and related production [84]",Females,55 years and over,770.15
2017,Ontario,Average weekly wage rate,"Harvesting, landscaping and natural resources labourers [86]",Females,55 years and over,
2018,Ontario,Average weekly wage rate,"Harvesting, landscaping and natural resources labourers [86]",Females,55 years and over,
2019,Ontario,Average weekly wage rate,"Harvesting, landscaping and natural resources labourers [86]",Females,55 years and over,
2020,Ontario,Average weekly wage rate,"Harvesting, landscaping and natural resources labourers [86]",Females,55 years and over,
2021,Ontario,Average weekly wage rate,"Harvesting, landscaping and natural resources labourers [86]",Females,55 years and over,
2017,Ontario,Average weekly wage rate,Occupations in manufacturing and utilities [9],Females,55 years and over,725.06
2018,Ontario,Average weekly wage rate,Occupations in manufacturing and utilities [9],Females,55 years and over,741.11
2019,Ontario,Average weekly wage rate,Occupations in manufacturing and utilities [9],Females,55 years and over,757.46
2020,Ontario,Average weekly wage rate,Occupations in manufacturing and utilities [9],Females,55 years and over,793.05
2021,Ontario,Average weekly wage rate,Occupations in manufacturing and utilities [9],Females,55 years and over,751.5
2017,Ontario,Average weekly wage rate,"Processing, manufacturing and utilities supervisors and central control operators [92]",Females,55 years and over,987.02
2018,Ontario,Average weekly wage rate,"Processing, manufacturing and utilities supervisors and central control operators [92]",Females,55 years and over,997.64
2019,Ontario,Average weekly wage rate,"Processing, manufacturing and utilities supervisors and central control operators [92]",Females,55 years and over,1056.92
2020,Ontario,Average weekly wage rate,"Processing, manufacturing and utilities supervisors and central control operators [92]",Females,55 years and over,1063.37
2021,Ontario,Average weekly wage rate,"Processing, manufacturing and utilities supervisors and central control operators [92]",Females,55 years and over,883.36
2017,Ontario,Average weekly wage rate,Processing and manufacturing machine operators and related production workers [94],Females,55 years and over,703.7
2018,Ontario,Average weekly wage rate,Processing and manufacturing machine operators and related production workers [94],Females,55 years and over,688.85
2019,Ontario,Average weekly wage rate,Processing and manufacturing machine operators and related production workers [94],Females,55 years and over,740.66
2020,Ontario,Average weekly wage rate,Processing and manufacturing machine operators and related production workers [94],Females,55 years and over,778.69
2021,Ontario,Average weekly wage rate,Processing and manufacturing machine operators and related production workers [94],Females,55 years and over,743.67
2017,Ontario,Average weekly wage rate,Assemblers in manufacturing [95],Females,55 years and over,735.69
2018,Ontario,Average weekly wage rate,Assemblers in manufacturing [95],Females,55 years and over,855.81
2019,Ontario,Average weekly wage rate,Assemblers in manufacturing [95],Females,55 years and over,785.52
2020,Ontario,Average weekly wage rate,Assemblers in manufacturing [95],Females,55 years and over,801.59
2021,Ontario,Average weekly wage rate,Assemblers in manufacturing [95],Females,55 years and over,770.65
2017,Ontario,Average weekly wage rate,"Labourers in processing, manufacturing and utilities [96]",Females,55 years and over,612.71
2018,Ontario,Average weekly wage rate,"Labourers in processing, manufacturing and utilities [96]",Females,55 years and over,657.11
2019,Ontario,Average weekly wage rate,"Labourers in processing, manufacturing and utilities [96]",Females,55 years and over,667.23
2020,Ontario,Average weekly wage rate,"Labourers in processing, manufacturing and utilities [96]",Females,55 years and over,697.39
2021,Ontario,Average weekly wage rate,"Labourers in processing, manufacturing and utilities [96]",Females,55 years and over,688.87
